company,skills
CAPITAL ONE FINANCIAL SERVICES CLIENT,"data science  ,  software engineering  ,  san  ,  customer success  ,  consulting  ,  business analysis  ,  data governance"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"business analyst  ,  dashboards  ,  sql  ,  data science  ,  san  ,  data analysis  ,  consulting  ,  business analysis  ,  senior business analyst"
GERSON LEHRMAN GROUP,"management consulting  ,  strategy consulting  ,  consulting  ,  business strategy  ,  growth strategy"
Schneider Electric Pvt Ltd,"relationship building  ,  client solutions  ,  sales team  ,  revenue growth  ,  sales  ,  relationship management  ,  negotiation  ,  sales revenue  ,  profit  ,  innovation  ,  manager  ,  plan execution  ,  marketing  ,  management  ,  collaboration  ,  key account management  ,  selling"
Veeva Systems,"san  ,  customer success  ,  consulting  ,  consultant  ,  business consulting  ,  business consultant  ,  forms"
Veeva Systems,"san  ,  customer success  ,  consulting  ,  consultant  ,  business consulting  ,  business consultant  ,  forms"
Veeva Systems,"san  ,  customer success  ,  consulting  ,  consultant  ,  business consulting  ,  business consultant  ,  forms"
Veeva Systems,"san  ,  customer success  ,  consulting  ,  consultant  ,  business consulting  ,  business consultant  ,  forms"
AMAZON INDIA PVT LTD,"algorithms  ,  program management  ,  software engineering  ,  perl  ,  python  ,  machine learning"
Jacobs Engineering Group Inc.,"contractor  ,  building  ,  construction documentation  ,  design  ,  building design  ,  construction  ,  schematic  ,  construction administration"
AbsolutData Research & Analytics  ( P )  Ltd,"advanced analytics  ,  sql programming  ,  database  ,  data science  ,  data visualization  ,  crm  ,  san  ,  customer analytics  ,  data analysis  ,  consulting  ,  tableau"
Morgan Stanley Pvt Ltd,"visualization  ,  program management  ,  bi  ,  sql  ,  security  ,  trading systems  ,  data science  ,  data analysis  ,  data analytics  ,  business analysis  ,  tableau  ,  infrastructure  ,  forms"
WELLS FARGO INDIA,"visualization  ,  dashboards  ,  oracle  ,  bi  ,  sql  ,  data science  ,  data visualization  ,  data analysis  ,  rdbms  ,  tableau  ,  consultant  ,  written communication  ,  analyst"
Iqvia,"data management  ,  clinical data  ,  pharmacology  ,  life sciences  ,  clinical study  ,  cro  ,  clinical  ,  clinical research  ,  medical review"
Iqvia,"visualization  ,  business requirements  ,  data warehousing  ,  product roadmap  ,  emr  ,  sql  ,  data science  ,  data visualization  ,  advanced analytics  ,  oracle  ,  consulting  ,  tableau  ,  written communication"
"LIFE EDUCARE PRIVATE LIMITED
     (More Jobs)","English Teacher  ,  social science teacher  ,  SST"
"Sri Sri Ravishankar Vidya Mandir
     (More Jobs)","Lab Assistant  ,  Science Lab Assistant  ,  Fluent in English   ,  ICSE"
AMAZON INDIA PVT LTD,"visualization  ,  business requirements  ,  dashboards  ,  data structures  ,  data analytics  ,  customer success  ,  data governance  ,  bi  ,  business analyst  ,  sql  ,  data science  ,  advanced excel  ,  vba macros  ,  data analysis  ,  consulting  ,  statistical analyst  ,  business analysis  ,  data analyst  ,  tableau  ,  consultant  ,  visio  ,  statistical analysis"
Veeva Systems,"conference  ,  product roadmap  ,  data science  ,  software engineering  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  business environment  ,  forms"
quadratyx,"client facing  ,  consulting  ,  business analysis  ,  business analyst  ,  senior business analyst  ,  data science"
Veeva Systems,"visualization  ,  data science  ,  use cases  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  tableau"
Veeva Systems,"product roadmap  ,  data science  ,  software engineering  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  business environment  ,  infrastructure  ,  forms"
Veeva Systems,"product roadmap  ,  data science  ,  software engineering  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  business environment  ,  infrastructure  ,  forms"
Veeva Systems,"product roadmap  ,  data science  ,  software engineering  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  business environment  ,  infrastructure  ,  forms"
Veeva Systems,"product roadmap  ,  data science  ,  software engineering  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  business environment  ,  infrastructure  ,  forms"
Veeva Systems,"product roadmap  ,  data science  ,  software engineering  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  business environment  ,  infrastructure  ,  forms"
Veeva Systems,"product roadmap  ,  data science  ,  software engineering  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  business environment  ,  infrastructure  ,  forms"
Veeva Systems,"product roadmap  ,  data science  ,  software engineering  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  business environment  ,  infrastructure  ,  forms"
Nanobi data and analytics pvt ltd,"business requirements  ,  consulting  ,  bi  ,  business analyst  ,  dashboards  ,  data science  ,  written communication  ,  use cases"
Infosys Technologies Ltd,"information technology  ,  product roadmap  ,  user stories  ,  data science  ,  consulting  ,  ehr  ,  product delivery  ,  network management"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"user stories  ,  data science  ,  software engineering  ,  design thinking  ,  san  ,  business analysis"
Veeva Systems,"visualization  ,  dashboards  ,  data science  ,  use cases  ,  advanced analytics  ,  san  ,  customer success  ,  consulting  ,  tableau  ,  consultant"
Citibank India,"dashboards  ,  sql  ,  data science  ,  information management  ,  consulting  ,  business analytics  ,  tableau  ,  analyst"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"product roadmap  ,  user stories  ,  data science  ,  software engineering  ,  san  ,  mobile  ,  business analysis"
Iqvia,"client facing  ,  advanced analytics  ,  business environment  ,  business system  ,  data science  ,  infrastructure  ,  analyst  ,  documenting requirements"
Iqvia,"client facing  ,  advanced analytics  ,  business environment  ,  data science  ,  infrastructure  ,  analyst  ,  documenting requirements"
Iqvia,"conference  ,  sas  /  ods  ,  data science  ,  sas  /  base  ,  advanced analytics  ,  macros  ,  sas  ,  sas programming  ,  sas  /  sql"
Iqvia,"client facing  ,  advanced analytics  ,  business environment  ,  data science  ,  infrastructure  ,  analyst  ,  documenting requirements"
Iqvia,"client facing  ,  advanced analytics  ,  business analyst  ,  business environment  ,  data science  ,  infrastructure  ,  crm"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"product roadmap  ,  software engineering  ,  user stories  ,  data science  ,  design thinking  ,  san  ,  business analysis"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"product roadmap  ,  user stories  ,  data science  ,  software engineering  ,  san  ,  business analysis"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"product roadmap  ,  user stories  ,  data science  ,  software engineering  ,  design thinking  ,  san  ,  business analysis"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"product roadmap  ,  user stories  ,  data science  ,  use cases  ,  software engineering  ,  san  ,  business analysis"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"product roadmap  ,  user stories  ,  data science  ,  software engineering  ,  san  ,  mobile  ,  business analysis"
GAIAN CONSULTANTS,"business requirements  ,  business solutions  ,  business analyst  ,  data science  ,  telecom  ,  software documentation  ,  san  ,  business process  ,  openstack"
Veeva Systems,"data science  ,  san  ,  customer success  ,  consulting  ,  consultant  ,  business consulting  ,  business consultant"
Iqvia,"advanced analytics  ,  macros  ,  sas  ,  sas graph  ,  database  ,  data science  ,  base sas"
Quantium Analytics,"data science  ,  client facing  ,  advanced analytics  ,  customer analytics  ,  c  ,  consulting  ,  project delivery"
Iqvia,"requirement gathering  ,  solution design  ,  data science  ,  advanced analytics  ,  gap analysis  ,  user training  ,  consultant  ,  written communication"
Quantium Analytics,"data science  ,  solution design  ,  client facing  ,  advanced analytics  ,  customer analytics  ,  consulting  ,  project delivery"
QUANTIUM SOLUTIONS,"data science  ,  client facing  ,  advanced analytics  ,  customer analytics  ,  c  ,  consulting  ,  project delivery"
QUANTIUM SOLUTIONS,"data science  ,  solution design  ,  client facing  ,  advanced analytics  ,  customer analytics  ,  consulting  ,  project delivery"
Iqvia,"hipaa  ,  product roadmap  ,  emr  ,  business analyst  ,  data science  ,  advanced analytics  ,  analyst"
Citibank India,"business solutions  ,  business analyst  ,  sql  ,  data science  ,  rdbms  ,  oracle  ,  sas  ,  impact analysis  ,  tableau  ,  predictive modeling  ,  analyst"
Merkle Inc.,"business requirements  ,  program management  ,  spss  ,  dashboards  ,  sql  ,  text analytics  ,  data science  ,  data analytics  ,  consulting  ,  analyst  ,  statistical analysis"
CAREERXPERTS CONSULTING,"com  ,  c    ,  python  ,  natural language processing  ,  scala  ,  data mining  ,  information retrieval  ,  technology  ,  machine learning  ,  java  ,  cloud computing  ,  big data"
DBS Bank Ltd,"visualization  ,  business requirements  ,  dashboards  ,  project life cycle  ,  data analytics  ,  data governance  ,  business analyst  ,  sql  ,  data science  ,  data visualization  ,  data analysis  ,  consulting  ,  data analyst  ,  tableau  ,  infrastructure  ,  analyst"
Morgan Stanley Pvt Ltd,"sql  ,  software packages  ,  advanced analytics  ,  data analytics  ,  sas  ,  business analytics  ,  predictive modeling"
Veeva Systems,"data management  ,  life sciences  ,  clinical trials  ,  edc  ,  clinical data management  ,  clinical"
Veeva Systems,"data management  ,  life sciences  ,  clinical trials  ,  edc  ,  clinical data management  ,  clinical"
Veeva Systems,"data management  ,  life sciences  ,  clinical trials  ,  edc  ,  clinical data management  ,  clinical"
Bank of America,"visualization  ,  dashboards  ,  sql  ,  data extraction  ,  data science  ,  advanced analytics  ,  data analytics  ,  data analysis  ,  sas  ,  alteryx  ,  tableau  ,  predictive modeling"
IDP EDUCATION INDIA PVT LTD,"mathematics  ,  english  ,  language teaching  ,  science  ,  ielts  ,  statistics"
"Maxgen Technologies
     (More Jobs)",.
"Praveen Placements
     (More Jobs)","Logistic  ,  Resources  ,  Management  ,  Microsoft Technologies  ,  Manufacturing"
"Maxgen Technologies
     (More Jobs)",.
"Maxgen Technologies
     (More Jobs)",.
"Gama Advisory Services LLP
     (More Jobs)","Tableau  ,  Power BI  ,  Advanced Excel  ,  Python  ,  SQL"
"Maxgen Technologies
     (More Jobs)",.
Morgan Stanley Pvt Ltd,"business requirements  ,  bi  ,  dashboards  ,  sql  ,  data science  ,  tableau developer  ,  data analysis  ,  data analytics  ,  alteryx  ,  tableau  ,  consultant  ,  vba"
Infosys Technologies Ltd,"data warehousing  ,  data science  ,  technology consulting  ,  design thinking  ,  c  ,  consulting  ,  author  ,  predictive analytics  ,  business analytics  ,  business consulting  ,  data governance"
"Centre for Advanced Practical Project Management
     (More Jobs)","SQL  ,  Data Model  ,    ,  Data Pipeline  ,  SQL Developer  ,  Data Engineer  ,  SQL Server  ,  PostgreSQL  ,  Oracle  ,  Teradata  ,  snowflake  ,  AWS  ,  Azure  ,  SSIS  ,  SSAS  ,  SSRS  ,  Data Lake  ,  Data Architecture"
AMAZON INDIA PVT LTD,"visualization  ,  data mining  ,  program management  ,  business analyst  ,  dashboards  ,  sql  ,  data science  ,  predictive analysis  ,  data analysis  ,  consulting  ,  business analytics"
Microsoft India Pvt Ltd,"visualization  ,  business requirements  ,  program management  ,  bi  ,  sql  ,  security  ,  data science  ,  predictive analysis  ,  data analytics  ,  data analysis  ,  sas  ,  analyst"
Citibank India,"visualization  ,  it management  ,  pmp  ,  data science  ,  text mining  ,  data analytics  ,  data analysis  ,  business analysis  ,  mining  ,  business environment  ,  infrastructure"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"logistic regression  ,  data analytics  ,  user training  ,  predictive modeling  ,  data science  ,  statistical modeling  ,  san  ,  data analysis  ,  statistical analyst"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"c    ,  data science  ,  statistical modeling  ,  logistic regression  ,  san  ,  data analytics  ,  data analysis  ,  statistical analyst  ,  user training  ,  predictive modeling  ,  sql programming"
aavas financiers limited,"macros  ,  data analysis  ,  sas  ,  data mining  ,  bi  ,  sas  /  ods  ,  dashboards  ,  data science  ,  advanced excel  ,  sas  /  sql  ,  sas  /  base"
"Techno wise
     (More Jobs)","""AWS glue""  ,  ""AWS Data Engineer""  ,  ""spark""  ,  ""pyspark""  ,  ""aws"""
DBS Bank Ltd,"visualization  ,  business requirements  ,  dashboards  ,  project life cycle  ,  data analytics  ,  data governance  ,  business analyst  ,  sql  ,  data science  ,  data visualization  ,  data analysis  ,  consulting  ,  data analyst  ,  tableau  ,  infrastructure  ,  analyst"
"RESEARCH DEVELOPERS
     (More Jobs)",Java
Informatica,"product roadmap  ,  user stories  ,  data science  ,  use cases  ,  data visualization  ,  embedded software  ,  business process  ,  software product management"
CAPITAL ONE FINANCIAL SERVICES CLIENT,"dashboards  ,  use cases  ,  senior business analyst  ,  business analyst  ,  sql  ,  data science  ,  san  ,  consulting  ,  business analysis  ,  data analyst  ,  tableau"
WELLS FARGO INDIA,"visualization  ,  business requirements  ,  dashboards  ,  advanced analytics  ,  data analytics  ,  database programming  ,  oracle sql  ,  data mining  ,  bi  ,  sql  ,  data science  ,  data scientist  ,  visual basic  ,  san  ,  data analysis  ,  sas  ,  tableau  ,  consultant"
WALMART INDIA,"program management  ,  use cases  ,  advanced analytics  ,  data analytics  ,  data mining  ,  bi  ,  business solutions  ,  data science  ,  data visualization  ,  data analysis  ,  sas  ,  business analytics  ,  tableau  ,  statistical analysis"
"CANVAS27.com Consultant
     (More Jobs)","Learning  ,  education  ,  Tutoring  ,  mathematics  ,  Online Tutor  ,  Computer Science  ,  Science  ,  Remote Assistance  ,  learning and development  ,  Teaching  ,  Business"
